"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 21 12:11:10 IST 2024","Sun Apr 21 12:11:34 IST 2024","24829","MiniProject2","test_miniproject2_exercise","","","","Verify that login is working in IDrive360 website","TC#1 - simple login check on IDrive360 website."
